student_id,program_name,uni_name
185,Condensed Matter Physics and Biological Systems,Universidad Autónoma de Madrid
185,Plant Health in Sustainable Cropping Systems,Universitat Politecnica de Valencia
185,Software Development,University of Granada
186,Media and Communication Studies,Universität Hamburg
187,Media and Communication Studies,Universität Hamburg
188, Astronomy,Yale University
188, Physics and Philosophy,Yale University
188,Mathematics,California Institute of Technology (Caltech)
189,Applied Mathematics,Unversity of Balamand 
189,Chemistry,American University of Beirut 
189,Mathematics,Saint Joseph University of Beirut
190, Environment Law(Thesis),McGill University
190,"Gender, Race, Sexuality, and Social Justice",University of British Columbia
190,Juris Doctor,University of Toronto
190,Social Justice Education,University of Toronto
191,Criminology,University of Toronto
191,"Gender, Race, Sexuality, and Social Justice",University of British Columbia
191,Juris Doctor,University of Toronto
192, Computer Science (Non-Thesis),McGill University
192, Computer Security,Columbia University
192, Urban Systems ,University of British Columbia
192,Cybersecurity Risk and Strategy,New York University (NYU)
192,Information Systems and Artificial Intelligence for Business and Management  and Management,Johns Hopkins University
193, Computer Security,Columbia University
193, Management Information Systems ,University of British Columbia
193,Information Systems,Cornell University
193,Network Systems,Columbia University
194,Biodiversity,University of Göttingen
194,Nanoscience,Universität Hamburg
194,Principles of Health and Disease,Ludwig-Maximilians-Universität München
195,Applied Clinical Research in Health Sciences,Universitat Autònoma de Barcelona
195,Microbiology and Parasitology,Complutense University of Madrid
195,Neuroscience,University of Salamanca
195,Neurosciences,Universitat Autònoma de Barcelona
196,Reading/Writing/Literacy ,University of Pennsylvania
197,Arabic Language,Jinan University
197,Comparative Literature,Universitat Autònoma de Barcelona
197,Contemporary History,Complutense University of Madrid
197,English Linguistics,Complutense University of Madrid
197,"Spanish Language, Hispanic Literature and Spanish as a Foreign Language",Universitat Autònoma de Barcelona
198, Chemical Engineering,Cornell University
198, Electrical and Computer Engineering,Cornell University
198, Systems  Engineering,Columbia University
198,Software  Engineering,Harvard University
199, Civil  Engineering,Columbia University
199,Chemical  Engineering,New York University (NYU)
199,Chemical  Engineering,Yale University
200, Indigenous Teacher Education Program,University of British Columbia
201, Indigenous Teacher Education Program,University of British Columbia
202,African Languages and Cultures,Universität Hamburg
202,History ,Friedrich-Alexander-Universität Erlangen-Nürnberg
202,Musicology,Universität Heidelberg
202,Translation Studies for Information Technologies,Universität Heidelberg
203,French and Romance Studies,Universität Heidelberg
203,Languages and Cultures of India and Tibet,Universität Hamburg
203,Languages and Cultures of Southeast Asia,Universität Hamburg
203,Spanish,Universität Hamburg
204,Manual Therapy and Osteopathy,Saint Joseph University of Beirut
204,Medical Physiology,Beirut Arab University
204,Operative and Esthetic Dentistry,Beirut Arab University
204,Public Health,Saint Joseph University of Beirut
204,Public Health,"University of California, Berkeley (UCB)"
205,  Human Nutrition (Non-Thesis),McGill University
205, Dental Sciences (Non-Thesis),McGill University
205, Occupational Therapy (Non-Thesis),McGill University
205, Public Health Combined Degree ,Northwestern University
205,Human Nutrition ,University of British Columbia
206,Communication and Society in Ibero-America,Universität Heidelberg
206,Journalism ,Ludwig-Maximilians-Universität München
206,Journalism and Communication Science,Universität Hamburg
206,Media Studies,Universität Hamburg
207,media studies,American University of Beirut 
208, Biology (Thesis),McGill University
208, Seniors Care ,University of British Columbia
208, Wound Prevention and Care,University of Toronto
208,Biochemistry and Molecular Biology ,University of British Columbia
208,Cell and Developmental Biology ,University of British Columbia
209,Applied Clinical Pharmacology,University of Toronto
209,Audiology and Speech Sciences ,University of British Columbia
209,Surgery ,University of British Columbia
210, Archaeological Studies,Yale University
210, Linguistics,Yale University
210,History of Art,Yale University
210,Italian,Yale University
211, Arabic and Hebrew Studies,University of Pennsylvania
211, Classical Studies,University of Chicago
211,English,"University of California, Los Angeles (UCLA)"
211,History,Yale University
211,Humanities,Yale University
212, Hispanic Studies (Non-Thesis),McGill University
212, Hispanic Studies (Thesis),McGill University
212, Italian (Thesis),McGill University
212,English (Thesis),McGill University
212,Religious Studies (Non-Thesis),McGill University
213,Conference Interpreting,Universitat Autònoma de Barcelona
213,Dictionary Production and Quality Control for Spanish Words,Universitat Autònoma de Barcelona
213,History of Contemporary Art and Visual Culture,Complutense University of Madrid
213,Sciences of Religions,Complutense University of Madrid
213,World History,Universitat Pompeu Fabra (Barcelona)
214,Advertising and Communication ,Haigazian University
214,Audiovisual Communication,Complutense University of Madrid
214,Journalism,Universidad Carlos III de Madrid (UC3M)
215,Advertising and Public Relations,Universitat Pompeu Fabra (Barcelona)
215,Audiovisual Communication,Universidade de Santiago de Compostela
215,Journalism,Complutense University of Madrid
215,Journalism,Universitat Pompeu Fabra (Barcelona)
215,Journalism,Universitat de Valencia
216, Applied Data Science,University of Michigan-Ann Arbor
217,"Communication and Political Marketing, Comparative Politics - Arab World, Foreign Affairs and International Cooperation",Saint Joseph University of Beirut
217,Management and International Affairs,Holy Spirit University of Kaslik
217,Sports Training ,Antoine University
218, Microbiology (Thesis),McGill University
218,Biologie ,Technical University of Darmstadt
218,Chemical Biology,"KIT, Karlsruhe Institute of Technology"
219, Human Genetics (Thesis),McGill University
219,Genome Science and Technology ,University of British Columbia
219,Molecular Life Sciences,Universität Hamburg
219,Molecular Plant Science,Universität Hamburg
220, Digital Media,University of British Columbia
220,Journalism and Digital Content Innovation,Universitat Autònoma de Barcelona
220,Literary and Theatrical Studies,University of Granada
220,Media Studies,Universität Hamburg
220,Sociocultural Analysis of Knowledge and Communication,Complutense University of Madrid
221,Journalism and Digital Content Innovation,Universitat Autònoma de Barcelona
221,"Media, Communication and Culture",Universitat Autònoma de Barcelona
221,Social Media and Corporate Communication,Universitat Politecnica de Valencia
221,Strategic Planning in Advertising and Public Relations,Universitat Autònoma de Barcelona
222, Nonprofit Leadership,University of Pennsylvania
223, Nonprofit Leadership,University of Pennsylvania
224,  Human Nutrition (Non-Thesis),McGill University
224, Dental Sciences (Thesis),McGill University
224, Medical Sociology (Non-Thesis),McGill University
224,Experimental Medicine (Thesis),McGill University
224,Population and Public Health ,University of British Columbia
225, Dental Sciences (Non-Thesis),McGill University
225, Medical Anthropology (Thesis),McGill University
225,Experimental Medicine ,University of British Columbia
226,Bioinformatics ,University of British Columbia
226,Computer Science,University of British Columbia
226,Integrated Studies in Land and Food Systems ,University of British Columbia
227, Applied Computing ,University of Toronto
227, Dependable Software Systems ,University of British Columbia
227,Computer Science (Thesis),McGill University
228,Art History,American University of Beirut 
228,French Literature,Saint Joseph University of Beirut
228,Theological Sciences and Pastoral Studies ,Antoine University
228,Theology,Unversity of Balamand 
229, Arabic and Hebrew Studies,University of Pennsylvania
229, Hispanic Studies,University of Pennsylvania
229,History,Princeton University
230, Health Administration,Cornell University
230, Public Health Policy Track,Yale University
230,Public Health,"University of California, Berkeley (UCB)"
231, Health Administration,Cornell University
231, Nutrition,Cornell University
231, Public Health ,Yale University
231, Public Health in Biostatistics,Yale University
231,Public Health Applied Biostatistics and Epidemiology Track,Yale University
232,Audiovisual Communications,Universitat Politecnica de Valencia
232,Journalism,University of Navarra
232,"Media, Communication and Journalism",University of Pennsylvania
233,Media and Communication Studies,Universität Hamburg
234, Global Automotive and Manufacturing  Engineering,University of Michigan-Ann Arbor
234, Manufacturing,University of Michigan-Ann Arbor
234,Automotive  Engineering,University of Michigan-Ann Arbor
234,Energy Systems  Engineering,University of Michigan-Ann Arbor
234,Systems  Engineering  Design,University of Michigan-Ann Arbor
235,Civil Engineering,"KIT, Karlsruhe Institute of Technology"
235,Computer Engineering,Technische Universität Berlin (TU Berlin)
235,Electrical Engineering,Technische Universität Berlin (TU Berlin)
235,Electrical Engineering,Universität Stuttgart
235,Industrial Engineering and Management,"KIT, Karlsruhe Institute of Technology"
236,Biostatistics,Complutense University of Madrid
236,Meteorology and Geophysics,Complutense University of Madrid
236,Nuclear Physics,University of Granada
236,Organic Chemistry,Complutense University of Madrid
236,"Secondary and Upper Secondary Education, Vocational Training and Foreign Language Teaching in Mathematics specialisation",Universitat Politècnica de Catalunya · BarcelonaTech (UPC)
237,Biostatistics,Complutense University of Madrid
237,Chemistry,Universitat de Valencia
237,Geosciences for the Energy Transition,Universitat de Barcelona
237,Green Chemistry,Universitat Politecnica de Valencia
237,Mathematical Research,Universitat de Valencia
238,Nursing Sciences,Holy Spirit University of Kaslik
238,Nutrition and Dietetics,Modern University for Business and Science
238,Physiotherapy,Saint Joseph University of Beirut
239,Biomedical Science,Lebanese International University
239,Human Nutrition,Notre Dame University 
239,Human Nutrition and Dietetics,Holy Spirit University of Kaslik
239,Nursing Sciences,Jinan University
239, Medical Laboratory Technology,Jinan University
240,French Language and Literature,Islamic University of Lebanon
240,Philosophy,Holy Spirit University of Kaslik
240,Theologica,Saint Joseph University of Beirut
241,Arabic Language,Jinan University
241,French Language and Literature,Beirut Arab University
241,Philosophy,Holy Spirit University of Kaslik
241,Theology,Unversity of Balamand 
242,Biology  ,University of Göttingen
242,Chemical Biology,"KIT, Karlsruhe Institute of Technology"
242,Chemie ,Technical University of Darmstadt
242,Neurosciences,University of Cologne
243, Computational Biology Concentration,University of Pennsylvania
243," Molecular, Cellular, and Developmental Biology",Yale University
243,Biological Sciences,Northwestern University
243,Biology,California Institute of Technology (Caltech)
244,Cinema Studies,University of Toronto
244,Digital Arts and Humanities ,University of British Columbia
244,Film Production ,University of British Columbia
244,Film Production and Creative Writing ,University of British Columbia
244,"Media, Communication and Journalism Sciences and Disorders (Thesis)",McGill University
245,Audiovisual Communication and Advertising Contents,Universitat Autònoma de Barcelona
245,Film Production and Creative Writing ,University of British Columbia
245,"Media, Communication and Journalism Sciences & Disorders (Non-Thesis)",McGill University
245,Professional Multimedia Journalism,Complutense University of Madrid
245,Transmedia Documentary and Reportage,Universidad Carlos III de Madrid (UC3M)
246,Civil Engineering,Holy Spirit University of Kaslik
246,Financial Engineering,American University of Science and Technology
246,Industrial Engineering,Lebanese International University
247,Civil and Environmental Engineering,Pheonicia University 
247,Communications and Electronics Engineering,Beirut Arab University
247,Computer and Communication Engineering,Rafik Hariri  University 
247,Mechanical Engineering,Beirut Arab University
248,"Commercial Regulation, Litigation and Arbitration",Pheonicia University 
248,Governance,Universitat Pompeu Fabra (Barcelona)
248,International Defense and Security Policy,Complutense University of Madrid
248,International Law,Complutense University of Madrid
249,Criminology,Universität Hamburg
249,European and International Law ,Universität Hamburg
249,International Law,University of Göttingen
249,International Law,Universität Heidelberg
250, Law (Non-Thesis),McGill University
250,Bioethics Law(Thesis),McGill University
250,"Gender, Race, Sexuality, and Social Justice",University of British Columbia
251, Law (Thesis),McGill University
251, Laws ,University of British Columbia
251,Criminology,University of Toronto
251,Taxation,University of British Columbia
252, Nutrition,Beirut Arab University
252,Dental Laboratory Technology ,Antoine University
252,Oral Surgery,Beirut Arab University
252,Orthodontics,Beirut Arab University
252,Physiotherapy of Physical Activities and Sport,Saint Joseph University of Beirut
253, Dental Sciences (Thesis),McGill University
253, Public Health Combined Degree ,Northwestern University
253, Public Health Policy Track,Yale University
253,Experimental Medicine (Thesis),McGill University
253,Family Medicine (Thesis),McGill University
254,Biomedicine,Universitat de Barcelona
254,Public Health,Universitat Autònoma de Barcelona
254,Research and Advances in Preventive Medicine and Public Health,University of Granada
255,Medical Biometrics and Biostatistics,Universität Heidelberg
255,Molecular Medicine,Goethe-University Frankfurt am Main
255,Public Health,Technische Universität Dresden
255,Translational Medical Research,Universität Heidelberg
