student_id,program_name,uni_name,rating,is_relevant
45, Health Policy,Yale University,3,0
45, Seniors Care ,University of British Columbia,1,0
45,Comparing African Languages and Cultures,Universität Hamburg,1,0
45,Design Galenic and Manufacturing in the Pharmaceutical Industry,University of Navarra,1,0
45,Energy Systems  Engineering,University of Michigan-Ann Arbor,2,0
45,English (Non-Thesis),McGill University,4,1
45,English (Thesis),McGill University,5,1
45,English Linguistics,Complutense University of Madrid,5,1
45,English for Secondary School,Modern University for Business and Science,2,0
45,French ,University of British Columbia,4,1
45,Hispanic Studies (Non-Thesis),McGill University,4,1
45,Hispanic Studies (Thesis),McGill University,4,1
45,Linguistics (Thesis),McGill University,4,1
45,Math for Secondary School,Modern University for Business and Science,3,0
45,Mechanical & Industrial  Engineering,University of Toronto,2,0
45,Project Management,Jinan University,2,0
45,Science of Religion,Universidad Carlos III de Madrid (UC3M),5,1
45,Sciences of Religions,Complutense University of Madrid,4,1
46,Aeronautical Engineering,Universidad Autónoma de Madrid (UPM),5,1
46,Aeronautics and Astronautics,Stanford University,2,0
46,Aerospace Engineering,Universidad Autónoma de Madrid (UPM),5,1
46,Aerospace Engineering,Universidad Carlos III de Madrid (UC3M),5,1
46,Applied Computer Science ,University of Göttingen,2,0
46,Computer Science,Princeton University,1,0
46,Marine Technologies,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),5,1
46,Mathematics ,Friedrich-Alexander-Universität Erlangen-Nürnberg,2,0
46,Modern European Studies,University of British Columbia,1,0
46,Nautical Science and Maritime Transport,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),4,1
46,Operations Management,McGill University,2,0
46,Physical Therapy,Islamic University of Lebanon,2,0
46,Physics,California Institute of Technology (Caltech),1,0
46,Postgraduate Diploma in Traffic Safety,Modern University for Business and Science,1,0
46,Russian and East European Studies,University of Chicago,2,0
47,Arabic Language and Literature,Saint Joseph University of Beirut,5,1
47,Art History (Thesis),McGill University,3,1
47,Biology and Society,Cornell University,2,0
47,Civil Engineering,Technische Universität Berlin (TU Berlin),2,0
47,Classics,McGill University,5,1
47,Economics,Universitat Pompeu Fabra (Barcelona),1,0
47,Embedded Systems Engineering,Albert-Ludwigs-Universitaet Freiburg,2,0
47,French Language and Literature,Islamic University of Lebanon,5,1
47,German Language and Literature,Universität Hamburg,1,0
47,History,Haigazian University,3,1
47,History (Thesis),McGill University,3,1
47,Islamic Studies,Islamic University of Lebanon,4,1
47,Islamic Studies (Thesis),McGill University,3,1
47,Mathematics,University of Granada,3,0
47,Medical Engineering ,Goethe-University Frankfurt am Main,2,0
47,Physiotherapy,University of Salamanca,2,0
47,Political Philosophy,Universitat Pompeu Fabra (Barcelona),2,0
47,Primary Education,Universitat Autònoma de Barcelona,1,0
47,Theological Sciences and Pastoral Studies ,Antoine University,4,1
48,Arabic for Elementary School,Modern University for Business and Science,3,0
48,Art Education ,University of British Columbia,5,1
48,Curriculum and Leadership ,University of British Columbia,5,1
48,Education Policy,University of Pennsylvania,4,1
48,"Education, Culture, and Society",University of Pennsylvania,5,1
48,Educational Technology ,University of British Columbia,4,1
48,English Language Teaching,Unversity of Balamand,2,0
48,Film and Television,Universidad Carlos III de Madrid (UC3M),1,0
48,Health Education,Jinan University,2,0
48,Higher Education,University of Pennsylvania,4,1
48,Hispanic American Literature,Complutense University of Madrid,2,0
48,Industrial Processes Engineering,Unversity of Balamand ,2,0
48,International Educational Development,University of Pennsylvania,3,1
48,Physiotherapy of Physical Activities and Sport,Saint Joseph University of Beirut,2,0
48,Restoration of Ecosystems,Complutense University of Madrid,2,0
48,Social Studies Education ,University of British Columbia,5,1
48,Special Education ,University of British Columbia,5,1
49, Global Contexts,McGill University,2,0
49, Human Resources Management,New York University (NYU),5,1
49, International Business and Management  and Management and Global Management,New York University (NYU),5,1
49,Artificial Intelligence,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),2,0
49,Biology,Holy Spirit University of Kaslik,3,0
49,Business Administration,Universität Hamburg,5,1
49,Business and Management  and Management and Technology,University of Pennsylvania,5,1
49,Chemical and Biomolecular  Engineering,Johns Hopkins University,2,0
49,Electrical Engineering,Notre Dame University ,3,0
49,Finance,Harvard University,5,1
49,Finance,Johns Hopkins University,2,0
49,Health Care Markets and Finance,University of Pennsylvania,5,1
49,Hospitality Management major,Haigazian University,2,0
49,Information Management Systems,Harvard University,5,1
49,Journalism,Universitat de Valencia,3,0
49,Management,Harvard University,4,1
50,Access to the Legal Profession and the Attorney,Comillas Pontifical University,3,0
50,Advanced Studies in Labor and Employment,Complutense University of Madrid,2,0
50,Applied Urban Science and Informatics,New York University (NYU),1,0
50,Classical Studies,Universidad Autónoma de Madrid,2,0
50,Computer Engineering,Universidad Autónoma de Madrid,3,0
50,Computer Engineering,Universität Heidelberg,3,1
50,Computer Science,Goethe-University Frankfurt am Main,5,1
50,Computer Science,Universität Heidelberg,5,1
50,Computer Science ,Technical University of Darmstadt,4,1
50,Computing and the Arts,Yale University,2,0
50,Data and Computer Science,Universität Heidelberg,4,1
50,Degree of Training Permanent in Matrimonial and Canonical Procedural Law,University of Navarra,1,0
50,Economic Systems,Freie Universitaet Berlin,5,1
50,Medical Informatics,Universität Heidelberg,4,1
50,Organisational and Logistics Engineering,Universitat Politecnica de Valencia,1,0
50,Psychopharmacology and Drugs of Abuse,Complutense University of Madrid,3,0
50,Software Engineering,Ludwig-Maximilians-Universität München,3,1
51,Audiovisual Communication for the Digital Age,Complutense University of Madrid,1,0
51,Communication and Society in Ibero-America,Universität Heidelberg,4,1
51,French Literature,Saint Joseph University of Beirut,1,0
51,Journalism,Ludwig-Maximilians-Universität München,4,1
51,Journalism and Communication Science,Universität Hamburg,4,1
51,Liberal Arts ,Harvard University,2,0
51,Mechanical Engineering,Lebanese International University,3,0
51,Media and Communication Studies,Universität Hamburg,4,1
51,Microbiology,Universitat Autònoma de Barcelona,2,0
51,Political Science and Public Management,Universitat Autònoma de Barcelona,3,0
51,Radio & Television,Jinan University,1,0
51,Social Work,Modern University for Business and Science,2,0
51,Sociology ,University of British Columbia,1,0
52, Physical Theory and Experimental Technique,University of Pennsylvania,5,1
52, Physics and Astronomy,Johns Hopkins University,4,1
52,Advertising In Journalism and Radio/TV,Antoine University,1,0
52,Applied Physics,Stanford University,5,1
52,Applied Physics,Yale University,5,1
52,Architecture,American University of Beirut ,3,1
52,Biology,University of Granada,2,0
52,Biophysics,University of Pennsylvania,3,1
52,French and Romance Studies,Universität Heidelberg,2,0
52,Geology and Geophysics,Yale University,5,1
52,Mathematics,Massachusetts Institute of Technology (MIT),5,1
52,Mathematics,Yale University,4,1
52,Medicine,University of Salamanca,3,0
52,Pharmacy,University of British Columbia,2,0
52,Physics,Beirut Arab University,2,0
52,Physics,California Institute of Technology (Caltech),5,1
52,Physics,University of Chicago,5,1
52,Statistics and Business,Universidad Carlos III de Madrid (UC3M),1,0
52,physics,Massachusetts Institute of Technology (MIT),5,1
53,Bioethics Law(Thesis),McGill University,5,1
53,Common Law,University of British Columbia,5,1
53,Economic Analysis,Universitat Autònoma de Barcelona,2,0
53,Economics and Business Organization,University of Granada,2,0
53,Electric Power Systems and Drives,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),1,0
53,Enterprise Law,Universitat Autònoma de Barcelona,1,0
53,Environment Law(Thesis),McGill University,4,1
53,Food Chemistry,Universität Hamburg,2,0
53,"Gender, Race, Sexuality, and Social Justice",University of British Columbia,5,1
53,"Gender, Sexuality, Feminist and Social Justice Studies",McGill University,4,1
53,International Criminology,Universität Hamburg,1,0
53,Law (Non-Thesis),McGill University,4,1
53,Law (Thesis),McGill University,4,1
53,Optometry and Vision,Complutense University of Madrid,2,0
53,Tax Consultancy,University of Navarra,2,0
53,Taxation,University of British Columbia,4,1
54, Dependable Software Systems ,University of British Columbia,5,1
54, Land and Water Systems,University of British Columbia,4,1
54, Software Systems,Columbia University,3,1
54,Advanced Human Rights Studies,Universidad Carlos III de Madrid (UC3M),1,0
54,Anthropology,Universitat Autònoma de Barcelona,2,0
54,Archaeology,Universitat de Valencia,2,0
54,Computer  Engineering,Johns Hopkins University,5,1
54,Computer Science ,Stanford University,3,1
54,Computer Techniques,University of Pennsylvania,5,1
54,Cybersecurity,Comillas Pontifical University,2,0
54,Information Science,Cornell University,4,1
54,Information Technology,Lebanese International University,2,0
54,"Logic, Information, and Computation",University of Pennsylvania,3,1
54,Robotics,Johns Hopkins University,4,1
54,Software Engineering,Ludwig-Maximilians-Universität München,1,0
54,Thermal Engineering,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),3,0
54," Urban Planning, Policy ",American University of Beirut ,3,0
55, Biology (Thesis),McGill University,5,1
55, Religion and Ecology,Yale University,2,0
55,Advanced Genetics,Universitat Autònoma de Barcelona,3,1
55,Aquaculture,Universitat Autònoma de Barcelona,5,1
55,Architecture,University of Navarra,3,1
55,Biotechnology,Universidad Autónoma de Madrid,4,1
55,Chemical  Engineering,New York University (NYU),3,0
55,Hospital Clinical Optometry,Complutense University of Madrid,3,0
55,Languages and Translation,Unversity of Balamand ,2,0
55,Law,"University of California, Berkeley (UCB)",2,0
55,Medical Genetics ,University of British Columbia,2,0
55,Medical Physiology,Beirut Arab University,3,0
55,Microbiology,University of British Columbia,2,0
55,Microbiology and Immunology (Thesis),McGill University,4,1
55,Neuroscience (Thesis),McGill University,4,1
55,Neurosciences,Universitat Autònoma de Barcelona,5,1
55,Otolaryngology (Thesis),McGill University,5,1
55,Parasitology (Thesis),McGill University,3,1
55,Pathology (Thesis),McGill University,5,1
55,Seniors Care,University of British Columbia,2,0
56, Analytics (Non-Thesis),McGill University,2,0
56, Epidemiology (Thesis),McGill University,1,0
56,Archaeology,Universitat de Barcelona,3,1
56,Computer Graphics and Interactive Media,Unversity of Balamand ,2,0
56,Economic History,Universitat Autònoma de Barcelona,4,1
56,Economics,University of Toronto,2,0
56,Electrical Power and Machines Engineering,Beirut Arab University,2,0
56,French Language and Literature,Beirut Arab University,4,1
56,History of Art,University of Pennsylvania,1,0
56,Islamology,Saint Joseph University of Beirut,5,1
56,Literary Studies,Complutense University of Madrid,5,1
56,Medieval European Identity,Universitat Autònoma de Barcelona,3,1
56,Modern Language and Literature,Universitat de Barcelona,4,1
56,Philosophy and Modern Culture,Universidad de Sevilla,3,0
56,Philosophy in Human Condition and Transcendence,Comillas Pontifical University,1,0
56,Shariaa and islamic studies,Jinan University,4,1
56,Social Policy and Community Action,Universitat Autònoma de Barcelona,1,0
56,Translation,Saint Joseph University of Beirut,3,1
57, Civil  Engineering,Columbia University,4,1
57, Environmental  Engineering,Yale University,3,1
57, Forest Conservation,University of Toronto,2,0
57, Operations Research and Information Engineering,Cornell University,5,1
57,Analytical Chemistry and Quality Control,Beirut Arab University,3,0
57,Chemical  Engineering,New York University (NYU),4,1
57,Ecology and Systematics ,Ludwig-Maximilians-Universität München,2,0
57,Educational Administration and Leadership ,University of British Columbia,3,0
57,Executive Program in Data Center Management,Comillas Pontifical University,3,0
57,Industrial Engineering,Universidad Carlos III de Madrid (UC3M),1,0
57,Materials  Engineering,University of British Columbia,1,0
57,Materials Science and  Engineering,Stanford University,5,1
57,Mechanical  Engineering,Massachusetts Institute of Technology (MIT),5,1
57,Mechanical  Engineering,Stanford University,4,1
57,Psychopedagogy,Complutense University of Madrid,1,0
57,"Society, Culture and Politics in Education ",University of British Columbia,3,0
57,Software  Engineering,Harvard University,4,1
57,Specialist Biblical Spirituality,Comillas Pontifical University,1,0
58, Atmospheric Science,Cornell University,2,0
58,Architecture,Yale University,3,0
58,Biology and Society,Cornell University,1,0
58,Computer Science & Engineering ,American University of Beirut ,3,1
58,Education Elementary,Haigazian University,1,0
58,Education Studies,Universitat Autònoma de Barcelona,4,1
58,"Gender, Sexuality, Feminist and Social Justice Studies",McGill University,3,0
58,Kinesiology and Physical Education (Thesis),McGill University,5,1
58,Music Education (Non-Thesis),McGill University,4,1
58,Music Education (Thesis),McGill University,4,1
58,Nursing,Modern University for Business and Science,2,0
58,Nursing,Pheonicia University ,2,0
58,Pedagogy,University of Navarra,3,0
58,Physical and Sports Education,Lebanese International University,2,0
58,Primary Education,Universitat Autònoma de Barcelona,5,1
58,Second Language Education (Thesis),McGill University,5,1
58,Teacher in Early Childhood Education and Teacher in Primary Education,Complutense University of Madrid,4,1
59, Mechanical  Engineering,Cornell University,2,0
59,American History Culture and Society,Ludwig-Maximilians-Universität München,3,1
59,American Studies,Universität Heidelberg,3,1
59,Ancient History,Universität Heidelberg,4,1
59,Biomedical Sciences,Universidad Carlos III de Madrid (UC3M),2,0
59,Computer Science,Saint Joseph University of Beirut,1,0
59,English Studies,Ludwig-Maximilians-Universität München,5,1
59,History ,Goethe-University Frankfurt am Main,4,1
59,Languages and Cultures of India and Tibet,Universität Hamburg,4,1
59,Logic and Philosophy of Science,Ludwig-Maximilians-Universität München,3,1
59,MD Program ,Unversity of Balamand ,2,0
59,Medical Laboratory Analysis,Saint Joseph University of Beirut,1,0
59,Medicine,Universitat Autònoma de Barcelona,2,0
59,Religious Studies,Universität Heidelberg,5,1
59,Russian and East European Studies,Yale University,2,0
59,Spanish,Universität Hamburg,5,1
59,"Urban, Rural, and Regional Dynamics",University of British Columbia,1,0
60, Dental Hygiene,University of Michigan-Ann Arbor,4,1
60, Real Estate and Infrastructure,Johns Hopkins University,3,0
60,Animal Production and Health,Complutense University of Madrid,2,0
60,Bioethics,Columbia University,3,1
60,Bioinformatics,Universität Hamburg,3,1
60,Biological and Medical Sciences,Saint Joseph University of Beirut,4,1
60,Biomedical  Engineering,Northwestern University,4,1
60,Biomedical  Engineering,Yale University,5,1
60,Business Informatics,Goethe-University Frankfurt am Main,2,0
60,Endodontology,Beirut Arab University,5,1
60,History of Science and Medicine,Yale University,4,1
60,Integrative Learning Therapy ,Universität Hamburg,2,0
60,International Defense and Security Policy,Complutense University of Madrid,2,0
60,Mathematical Physics,Universität Hamburg,1,0
60,Medical Physics,Beirut Arab University,5,1
60,Nursing Sciences,Antoine University,5,1
60,Pharmacy,Universitat Ramon Llull,2,0
60,Pharmacy Practice,Beirut Arab University,3,1
60,Public Health,University of Pennsylvania,5,1
60,Public Health Combined Degree,Northwestern University,3,1
60,Veterinary Medicine,Universitat Autònoma de Barcelona,2,0
61,Biomedical Engineering,Holy Spirit University of Kaslik,2,0
61,Communication and Society in Ibero-America,Universität Heidelberg,4,1
61,"Education, Concentration: Teaching and pedagogical counseling",Saint Joseph University of Beirut,1,0
61,Information and Communication Technology,Friedrich-Alexander-Universität Erlangen-Nürnberg,4,1
61,Interuniversity Research of Law of Culture,Universidad Carlos III de Madrid (UC3M),2,0
61,Journalism,Ludwig-Maximilians-Universität München,5,1
61,Journalism and Communication Science,Universität Hamburg,4,1
61,Media Studies,Universität Hamburg,5,1
61,Media and Communication Studies,Universität Hamburg,5,1
61,Multimedia Engineering,Universitat de Valencia,1,0
61,Public Policy ,University of Chicago,2,0
61,Research Methodology in Social Sciences,Complutense University of Madrid,3,0
61,Science in Computer and Communication Engineering,Rafik Hariri  University,2,0
61,Specialization in Human Dimensions of Environment,Yale University,3,0
62, Cell Biology (Thesis),McGill University,3,1
62, Kinesiology ,University of British Columbia,4,1
62, Otolaryngology (Thesis),McGill University,4,1
62, Social Work,University of Toronto,1,0
62,Biochemistry (Thesis),McGill University,4,1
62,Biology (Thesis),McGill University,5,1
62,Bioresource Engineering (Thesis),McGill University,5,1
62,Computer Graphics and Interactive Media,Unversity of Balamand ,2,0
62,General Science,University of British Columbia,2,0
62,Jewish Studies,Universität Heidelberg,1,0
62,Molecular Biotechnology,Universität Heidelberg,2,0
62,Neuroscience ,University of British Columbia,4,1
62,Reproductive and Developmental Sciences ,University of British Columbia,5,1
62,School Library and Reading Promotion,Universitat Autònoma de Barcelona,2,0
62,Science in biomadical engineering,Rafik Hariri  University ,3,0
62,Vocal Studies,University of Toronto,1,0
63, English,Cornell University,5,1
63, Latin American Studies,University of Chicago,5,1
63, Linguistics,University of Chicago,3,1
63,Advertising and Marketing,Notre Dame University ,2,0
63,Architecture ,University of British Columbia,1,0
63,Creative Writing & Literature,Harvard University,4,1
63,English,Harvard University,4,1
63,English Studies,Complutense University of Madrid,1,0
63,History,Harvard University,4,1
63,History of Art,University of Pennsylvania,5,1
63,Human Nutrition and Dietetics,Universitat de Barcelona,2,0
63,Medicine,Universidad de Sevilla,3,0
63,Mining Engineering,McGill University,1,0
63,Psychology ,University of British Columbia,2,0
63,Quebec Studies,McGill University,2,0
63,Teacher in Primary Education,Complutense University of Madrid,1,0
63,Urban Forestry,University of British Columbia,2,0
64, Community and Regional Planning ,University of British Columbia,1,0
64, Engineering Physics,Cornell University,1,0
64, International Forestry ,University of British Columbia,1,0
64,Archaeology,Universitat de Valencia,5,1
64,Classical Languages and Literature,University of Pennsylvania,5,1
64,Classical Studies,University of Pennsylvania,3,1
64,Creative Writing & Literature,Harvard University,4,1
64,Cultural Studies,McGill University,2,0
64,Cultural Theory and Criticism,Universidad Carlos III de Madrid (UC3M),5,1
64,Discourse Studies,Universitat Autònoma de Barcelona,4,1
64,Engineering Management and Energy Studies,American University of Beirut ,3,0
64,Ethics and Democracy,Universitat de Valencia,4,1
64,Evolutionary Biology,Ludwig-Maximilians-Universität München,1,0
64,Food Analysis and Safety,Beirut Arab University,2,0
64,Industrial Engineering,Comillas Pontifical University,1,0
64,Italian,Yale University,1,0
64,Laws in German Law,Universität Hamburg,2,0
64,Literary and Cultural Theory,University of Pennsylvania,3,1
64,North American Studies,Complutense University of Madrid,5,1
65,Biology  Science and Business ,University of Navarra,2,0
65,Communication and Society in Ibero-America,Universität Heidelberg,5,1
65,Computer Science,"University of California, Berkeley (UCB)",3,0
65,Computer and Communication Engineering,Islamic University of Lebanon,1,0
65,Financial Sciences,Lebanese International University,3,1
65,Journalism,Ludwig-Maximilians-Universität München,5,1
65,Journalism,Northwestern University,1,0
65,Journalism and Communication Science,Universität Hamburg,4,1
65,Media and Communication Studies,Universität Hamburg,5,1
65,Medical Laboratory Technology ,Notre Dame University ,2,0
65,Modern Languages and Translation,Holy Spirit University of Kaslik,1,0
65,Optics and Optometry,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),2,0
66,?Neuroscience,American University of Beirut ,2,0
66,Banking and Finance,Antoine University,2,0
66,Business Analytics,Comillas Pontifical University,4,1
66,Computational Social Science,Universidad Carlos III de Madrid (UC3M),5,1
66,Computer Vision,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),4,1
66,"Data Analysis, Process Improvement and Decision Support Engineering",Universitat Politecnica de Valencia,5,1
66,Data Engineering,Universitat Autònoma de Barcelona,5,1
66,Economics for Secondary School,Modern University for Business and Science,2,0
66,English Language and Literature,Beirut Arab University,3,0
66,Erasmus Mundus Big Data Management and Analytics (BDMA),Universitat Politècnica de Catalunya · BarcelonaTech (UPC),2,0
66,Greek and Classical Philology,Universität Heidelberg,3,0
66,Health Data Science,Universitat Autònoma de Barcelona,5,1
66,International Affairs,American University of Science and Technology,2,0
66,Islamology,Saint Joseph University of Beirut,1,0
66,Lifelong Learning in Airframe Technology,Universidad Carlos III de Madrid (UC3M),5,1
66,Permanent Training in Fundamental Rights,Universidad Carlos III de Madrid (UC3M),5,1
66,"Statistics, Measurement, Assessment, and Research Technology ",University of Pennsylvania,2,0
66,"Teacher Training for ESO and Baccalaureate Teacher Training, FP and Language Teaching",Complutense University of Madrid,5,1
67, Applied Immunology(non-thesis),University of Toronto,5,1
67,Advanced Nanoscience and Nanotechnology,Universitat Autònoma de Barcelona,3,1
67,Archaeological Research,Complutense University of Madrid,1,0
67,Biochemistry,Universidad Autónoma de Madrid,2,0
67,Biochemistry (Thesis),McGill University,5,1
67,Bioethics(Non-Thesis),McGill University,5,1
67,Biological Sciences,Northwestern University,2,0
67,Biology,Technical University of Munich,4,1
67,Biology,Universität Hamburg,4,1
67,Biology (Thesis),McGill University,4,1
67,Bioresource Engineering (Thesis),McGill University,5,1
67,Dental Laboratory Technology ,Antoine University,1,0
67,English ,University of British Columbia,2,0
67,Hospital Management,Islamic University of Lebanon,1,0
67,Microbiology and Immunology (Thesis),McGill University,4,1
67,Studio Art,University of Toronto,2,0
68,Advertising,Lebanese International University,3,1
68,Audiovisual Communication,Antoine University,4,1
68,Big Data,Comillas Pontifical University,2,0
68,Cinema,Saint Joseph University of Beirut,5,1
68,Clinical Education ,University of British Columbia,3,0
68,Communication and Society in Ibero-America,Universität Heidelberg,1,0
68,Counselling Psychology ,University of British Columbia,3,0
68,Digital Advertising,American University of Science and Technology,3,1
68,Global Development Practice,Harvard University,3,1
68,Green Chemistry,Universitat Politecnica de Valencia,1,0
68,Information And Communication,Saint Joseph University of Beirut,4,1
68,Mass Communication,Beirut Arab University,5,1
68,Political Science ,University of British Columbia,2,0
68,Public Health,Unversity of Balamand ,1,0
68,Rأ©alisation Cinأ©ma,Unversity of Balamand,4,1
68,Telecommunications Engineering and MBA,Comillas Pontifical University,1,0
68,Telecommunications Network Engineering,Universitat Pompeu Fabra (Barcelona),2,0
68,media studies,American University of Beirut ,4,1
69, Collaborative Piano,University of Toronto,3,0
69,Biology,American University of Beirut ,2,0
69,Biomedical Engineering,American University of Beirut ,2,0
69,Educational Administration and Leadership ,University of British Columbia,2,0
69,English as a World Language,Universität Hamburg,2,0
69,Fashion Management ,University of Navarra,2,0
69,Mathematics Education ,University of British Columbia,1,0
69,Nonprofit Leadership,University of Pennsylvania,5,1
69,Opera and Voice (Thesis),McGill University,3,0
69,Tourism,Complutense University of Madrid,4,1
69,Tourism,Universidad Carlos III de Madrid (UC3M),4,1
69,Tourism Guidance and Travel,Islamic University of Lebanon,1,0
69,Tourism Management in Cultural Heritage,Universitat Autònoma de Barcelona,5,1
69,Tourism Management of Cultural and Natural Resources,Universidad Carlos III de Madrid (UC3M),5,1
69,tourism and hospitality management,Unversity of Balamand,2,0
70,   Advanced Nursing (Non-Thesis),McGill University,5,1
70, Architecture ,University of Toronto,2,0
70,Architecture,"KIT, Karlsruhe Institute of Technology",1,0
70,Biological and Biomedical Engineering (Thesis),McGill University,4,1
70,Biomedical Engineering,Rafik Hariri  University,2,0
70,"Communication and Political Marketing, Comparative Politics - Arab World, Foreign Affairs and International Cooperation",Saint Joseph University of Beirut,1,0
70,Energy Engineering,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),3,0
70,Energy Technologies for Sustainable Development,Universitat Politecnica de Valencia,2,0
70,Family Medicine (Thesis),McGill University,3,1
70,Family and Community Medicine,University of Toronto,5,1
70,Medical Engineering,Technical University of Darmstadt,2,0
70,Medical Radiation Physics (Thesis),McGill University,5,1
70,Nuclear Physics,University of Salamanca,2,0
70,Political Philosophy,Universitat Pompeu Fabra (Barcelona),2,0
70,Public Health ,University of British Columbia,5,1
70,Public Health (Non-Thesis),McGill University,4,1
70,"Telecommunications, Data Protection, Audiovisual and Information Society Law",Universidad Carlos III de Madrid (UC3M),2,0
71, Management Information Systems ,University of British Columbia,5,1
71,Architecture,Massachusetts Institute of Technology (MIT),2,0
71,Architecture,Princeton University,3,1
71,Assyriology,Universität Heidelberg,2,0
71,Bioinformatics ,University of British Columbia,5,1
71,Clinical Psychology,Islamic University of Lebanon,2,0
71,Computer Science,McGill University,5,1
71,Computer Science,Technische Universität Berlin (TU Berlin),1,0
71,Computer Science,University of British Columbia,5,1
71,Computer Science (Non-Thesis),McGill University,4,1
71,Computer Science (Thesis),McGill University,5,1
71,Computer Security,Columbia University,1,0
71,Connected Industry,Universidad Carlos III de Madrid (UC3M),2,0
71,Geographic Information Systems and Remote Sensing,McGill University,4,1
71,Health Informatics ,University of Toronto,4,1
71,Hospital Management,Islamic University of Lebanon,3,0
71,Human Resource Management,Universität Hamburg,1,0
71,Psychology,Universität Hamburg,1,0
72, Classics,Yale University,3,1
72, Physics and Astronomy,Johns Hopkins University,1,0
72, Sociology,Cornell University,2,0
72,Arabic Language and Literature,American University of Beirut ,3,1
72,Business Administration,Freie Universitaet Berlin,2,0
72,Combined Majors in Statistics ,University of British Columbia,1,0
72,Computer Engineering,Universitat de Barcelona,3,1
72,Creative Writing & Literature,Harvard University,4,1
72,Divinity,University of Chicago,3,1
72,History,Harvard University,4,1
72,Mineral  Engineering,University of Toronto,1,0
72,Religion,Harvard University,3,1
72,Religious Studies,University of British Columbia,1,0
72,Theological Sciences and Pastoral Studies ,Antoine University,5,1
72,Theology,Comillas Pontifical University,2,0
72,Translation,Islamic University of Lebanon,5,1
73, Dental Hygiene,University of Michigan-Ann Arbor,4,1
73, Italian (Thesis),McGill University,2,0
73, Public Health ,Yale University,3,1
73,Biomedical Engineering,Cornell University,4,1
73,Economics,American University of Beirut ,2,0
73,Financial and Fiscal Management,Universitat Politecnica de Valencia,2,0
73,Health Administration,Cornell University,3,1
73,History ,Friedrich-Alexander-Universität Erlangen-Nürnberg,1,0
73,Molecular Biomedicine,Rheinische Friedrich-Wilhelms-Universität Bonn,2,0
73,Nutrition,Cornell University,4,1
73,Occupational Health and Safety,Universitat Politècnica de Catalunya · BarcelonaTech (UPC),1,0
73,Operations Research,Columbia University,3,1
73,Public Health,"University of California, Berkeley (UCB)",3,1
73,Public Health,University of Pennsylvania,4,1
73,Public Health Preventive Medicine Track,Yale University,5,1
73,Reservoir Geology and Geophysics,Universitat Autònoma de Barcelona,2,0
73,Telecommunications Engineering and Smart Grids,Comillas Pontifical University,2,0
74, Public Health,Yale University,3,0
74,Aeronautical Engineering ,Unversity of Balamand ,2,0
74,Création Multimédia,Unversity of Balamand ,1,0
74,Industrial Electronics and Automation Engineering,Universitat Politecnica de Valencia,3,0
74,Latin American Studies,University of British Columbia,3,0
74,Linguistics and Applied Languages,Complutense University of Madrid,2,0
74,Mathematics,New York University (NYU),2,0
74,Mechanical  Engineering,Northwestern University,2,0
74,"Media, Communication and Journalism Sciences & Disorders (Non-Thesis)",McGill University,4,1
74,"Media, Communication and Journalism Sciences and Disorders (Thesis)",McGill University,5,1
74,"Media, Communication and Journalism Studies",McGill University,5,1
74,"Media, Communication and Journalism Studies (Thesis)",McGill University,3,1
74,"Multilingual Digital Media, Communication and Journalism (Non-Thesis)",McGill University,4,1
74,Telecommunication Engineering,Universitat Autònoma de Barcelona,2,0
74,Telecommunication Technologies Engineering,Universidad Carlos III de Madrid (UC3M),1,0
74,World Cinemas,McGill University,5,1
75, Divinity,University of Chicago,1,0
75, Music Education (Thesis),McGill University,2,0
75, Nonprofit Management,Columbia University,1,0
75,Biomedical Engineering,Technische Universität Berlin (TU Berlin),5,1
75,Biomedical Engineering,Universität Heidelberg,4,1
75,Building Constructions,Universitat Politecnica de Valencia,2,0
75,Chemical and Biological Engineering,Friedrich-Alexander-Universität Erlangen-Nürnberg,5,1
75,Creative Writing and Theatre,University of British Columbia,2,0
75,Educational Psychology,Complutense University of Madrid,3,0
75,Industrial Engineering,Universität Hamburg,4,1
75,Industrial Engineering and Management,"KIT, Karlsruhe Institute of Technology",4,1
75,Industrial Mechanics,Universidad Carlos III de Madrid (UC3M),2,0
75,Irrigation,American University of Beirut ,1,0
75,Mechanical Engineering,Technical University of Munich,3,1
75,Mechatronics and Biomechanical Engineering,Technical University of Munich,5,1
75,Microsystems Engineering,Albert-Ludwigs-Universitaet Freiburg,4,1
75,People Management in Organisations,University of Navarra,2,0
75,Telecommunications Engineering and Cybersecurity,Comillas Pontifical University,2,0
76,Adult Education and Community Development,University of Toronto,2,0
76,Advanced Materials,Universitat de Barcelona,4,1
76,Advanced Studies in Chemistry,Universidad de Sevilla,5,1
76,Computational Fluid Dynamics,Universitat Politecnica de Valencia,4,1
76,Computational Science,American University of Beirut ,2,0
76,Computer Graphics and Interactive Media,Unversity of Balamand ,3,0
76,Geology and Geophysics,Yale University,1,0
